Content,Label
URL: http://jeremy.zawodny.com/blog/archives/000204.html,ham
URL: http://www.aaronsw.com/weblog/000622,ham
URL: http://www.askbjoernhansen.com/archives/2002/09/24.html,ham
"URL: http://www.newsisfree.com/click/-2,8423195,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8408636,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8417753,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8412060,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8410270,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8388720,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-1,8404724,1717/",ham
"URL: http://www.newsisfree.com/click/-2,8418825,215/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-1,8410273,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/07.html,ham
"URL: http://www.newsisfree.com/click/-2,8423196,1717/",ham
URL: http://www.askbjoernhansen.com/archives/2002/09/12.html,ham
"URL: http://www.newsisfree.com/click/-2,8423193,1717/",ham
"URL: http://www.newsisfree.com/click/-1,8396718,1717/",ham
URL: http://diveintomark.org/archives/2002/10/01.html#there_are_four_lights,ham
URL: http://www.aaronsw.com/weblog/000624,ham
URL: http://boingboing.net/#85513221,ham
"URL: http://www.newsisfree.com/click/-3,8457381,215/",ham
"URL: http://www.newsisfree.com/click/-2,8430044,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000206.html,ham
"URL: http://www.newsisfree.com/click/-3,8456085,215/",ham
"URL: http://www.newsisfree.com/click/-2,8443954,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8456087,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000210.html,ham
"URL: http://www.newsisfree.com/click/-2,8437307,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8443955,1440/",ham
URL: http://boingboing.net/#85513605,ham
URL: http://jeremy.zawodny.com/blog/archives/000208.html,ham
URL: http://boingboing.net/#85513638,ham
"URL: http://www.newsisfree.com/click/-2,8428489,215/",ham
URL: http://boingboing.net/#85511986,ham
"URL: http://www.newsisfree.com/click/-3,8456083,215/",ham
"URL: http://www.newsisfree.com/click/-2,8435176,1440/",ham
URL: http://boingboing.net/#85513616,ham
URL: http://www.aaronsw.com/weblog/000625,ham
URL: http://jeremy.zawodny.com/blog/archives/000209.html,ham
URL: http://boingboing.net/#85512053,ham
URL: http://boingboing.net/#85513208,ham
"URL: http://www.newsisfree.com/click/-3,8457387,215/",ham
URL: http://boingboing.net/#85511996,ham
URL: http://boingboing.net/#85512062,ham
URL: http://boingboing.net/#85514221,ham
URL: http://diveintomark.org/archives/2002/10/03.html#when_an_engineer_flaps_his_wings,ham
URL: http://diveintomark.org/archives/2002/10/02.html#smitten,ham
URL: http://boingboing.net/#85516563,ham
"URL: http://www.newsisfree.com/click/-4,8494551,159/",ham
URL: http://boingboing.net/#85518715,ham
"URL: http://www.newsisfree.com/click/-3,8483156,1440/",ham
URL: http://boingboing.net/#85516333,ham
"URL: http://www.newsisfree.com/click/215,5,215/",ham
"URL: http://www.newsisfree.com/click/215,7,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000218.html,ham
URL: http://boingboing.net/#85515879,ham
URL: http://boingboing.net/#85515860,ham
URL: http://diveintomark.org/archives/2002/10/02.html#reunion,ham
URL: http://diveintomark.org/archives/2002/10/02.html#insanely_complicated,ham
URL: http://boingboing.net/#85516136,ham
URL: http://diveintomark.org/archives/2002/10/02.html#rdf_redux,ham
,ham
URL: http://boingboing.net/#85516100,ham
"URL: http://www.newsisfree.com/click/215,10,215/",ham
"URL: http://www.newsisfree.com/click/-3,8483155,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8483157,1440/",ham
"URL: http://www.newsisfree.com/click/215,8,215/",ham
"URL: http://www.newsisfree.com/click/215,2,215/",ham
URL: http://boingboing.net/#85516395,ham
"URL: http://www.newsisfree.com/click/215,1,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000217.html,ham
URL: http://diveintomark.org/archives/2002/10/02.html#best_served_cold,ham
URL: http://jeremy.zawodny.com/blog/archives/000212.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000219.html,ham
"URL: http://www.newsisfree.com/click/-3,8473772,1440/",ham
"URL: http://www.newsisfree.com/click/215,4,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000220.html,ham
URL: http://jeremy.zawodny.com/blog/archives/000213.html,ham
URL: http://www.joelonsoftware.com/news/20021002.html,ham
"URL: http://www.newsisfree.com/click/215,0,215/",ham
URL: http://boingboing.net/#85516609,ham
URL: http://jeremy.zawodny.com/blog/archives/000214.html,ham
URL: http://boingboing.net/#85517490,ham
"URL: http://www.newsisfree.com/click/-3,8477945,1440/",ham
URL: http://boingboing.net/#85516085,ham
"URL: http://www.newsisfree.com/click/215,3,215/",ham
URL: http://diveintomark.org/archives/2002/10/02.html#switcher,ham
URL: http://jeremy.zawodny.com/blog/archives/000215.html,ham
"URL: http://www.newsisfree.com/click/215,11,215/",ham
"URL: http://www.newsisfree.com/click/215,9,215/",ham
URL: http://diveintomark.org/archives/2002/10/02.html#cast_not_the_first_stone,ham
URL: http://diveintomark.org/archives/2002/10/04.html#history_of_the_tilde,ham
URL: http://diveintomark.org/archives/2002/10/03.html#catching_up,ham
,ham
URL: http://diveintomark.org/archives/2002/10/03.html#css_and_mobile_devices,ham
URL: http://diveintomark.org/archives/2002/10/03.html#microsoft_redesign,ham
URL: http://boingboing.net/#85520594,ham
"URL: http://www.newsisfree.com/click/-5,8535461,215/",ham
URL: http://boingboing.net/#85519849,ham
URL: http://boingboing.net/#85521686,ham
"URL: http://www.newsisfree.com/click/-5,8536504,215/",ham
URL: http://boingboing.net/#85519806,ham
"URL: http://www.newsisfree.com/click/-5,8535464,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000222.html,ham
"URL: http://www.newsisfree.com/click/-5,8535465,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000221.html,ham
"URL: http://www.newsisfree.com/click/-5,8535466,215/",ham
URL: http://boingboing.net/#85515860,ham
"URL: http://www.newsisfree.com/click/-5,8535468,215/",ham
"URL: http://www.newsisfree.com/click/-5,8535469,215/",ham
"URL: http://www.newsisfree.com/click/-4,8519920,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8535470,215/",ham
"URL: http://www.newsisfree.com/click/-4,8518006,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8518007,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8523004,215/",ham
"URL: http://www.newsisfree.com/click/-4,8512678,1440/",ham
URL: http://boingboing.net/#85524823,ham
URL: http://boingboing.net/#85524777,ham
"URL: http://www.newsisfree.com/click/-5,8561543,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8561544,1440/",ham
URL: http://boingboing.net/#85524618,ham
"URL: http://www.newsisfree.com/click/-6,8572788,215/",ham
"URL: http://www.newsisfree.com/click/-6,8572786,215/",ham
"URL: http://www.newsisfree.com/click/-6,8572787,215/",ham
"URL: http://www.newsisfree.com/click/-5,8553538,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8553539,1440/",ham
"URL: http://www.newsisfree.com/click/-5,8553540,1440/",ham
"URL: http://www.newsisfree.com/click/-6,8572789,215/",ham
"URL: http://www.newsisfree.com/click/-5,8560348,215/",ham
URL: http://boingboing.net/#85524596,ham
"URL: http://www.newsisfree.com/click/-5,8553541,1440/",ham
"URL: http://www.newsisfree.com/click/-6,8572777,215/",ham
URL: http://boingboing.net/#85524581,ham
"URL: http://www.newsisfree.com/click/-6,8572778,215/",ham
URL: http://boingboing.net/#85524549,ham
URL: http://boingboing.net/#85524557,ham
"URL: http://www.newsisfree.com/click/-6,8572779,215/",ham
URL: http://boingboing.net/#85524541,ham
"URL: http://www.newsisfree.com/click/-6,8572781,215/",ham
"URL: http://www.newsisfree.com/click/-6,8572783,215/",ham
"URL: http://www.newsisfree.com/click/-6,8572784,215/",ham
"URL: http://www.newsisfree.com/click/-6,8572785,215/",ham
"URL: http://www.newsisfree.com/click/-0,8597655,215/",ham
"URL: http://www.newsisfree.com/click/-0,8597656,215/",ham
URL: http://www.aaronsw.com/weblog/000637,ham
"URL: http://www.newsisfree.com/click/-0,8597657,215/",ham
"URL: http://www.newsisfree.com/click/-6,8582593,1440/",ham
URL: http://boingboing.net/#85528842,ham
"URL: http://www.newsisfree.com/click/-0,8597650,215/",ham
URL: http://boingboing.net/#85528813,ham
"URL: http://www.newsisfree.com/click/-0,8597651,215/",ham
URL: http://boingboing.net/#85528553,ham
"URL: http://www.newsisfree.com/click/-0,8597652,215/",ham
URL: http://boingboing.net/#85528531,ham
"URL: http://www.newsisfree.com/click/-0,8597653,215/",ham
"URL: http://www.newsisfree.com/click/-0,8597654,215/",ham
URL: http://diveintomark.org/archives/2002/10/05.html#perl_programmers_are_so_cute,ham
URL: http://boingboing.net/#85528777,ham
URL: http://diveintomark.org/archives/2002/10/06.html#accessibility_watershed,ham
URL: http://diveintomark.org/archives/2002/10/06.html#all_digital,ham
URL: http://diveintomark.org/archives/2002/10/06.html#central,ham
URL: http://diveintomark.org/archives/2002/10/06.html#business_card_design,ham
URL: http://boingboing.net/#85531633,ham
"URL: http://www.newsisfree.com/click/-0,8613669,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613671,159/",ham
"URL: http://www.newsisfree.com/click/-0,8616191,1440/",ham
"URL: http://www.newsisfree.com/click/-0,8613670,159/",ham
"URL: http://www.newsisfree.com/click/-0,8605373,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8622122,215/",ham
"URL: http://www.newsisfree.com/click/-0,8613673,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613676,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613664,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613674,159/",ham
URL: http://boingboing.net/#85531549,ham
"URL: http://www.newsisfree.com/click/-0,8613663,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613662,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613665,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613675,159/",ham
"URL: http://www.newsisfree.com/click/-1,8622119,215/",ham
"URL: http://www.newsisfree.com/click/-0,8613667,159/",ham
URL: http://boingboing.net/#85531557,ham
"URL: http://www.newsisfree.com/click/-0,8613678,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613660,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613661,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613666,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613672,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613677,159/",ham
URL: http://www.aaronsw.com/weblog/000640,ham
"URL: http://www.newsisfree.com/click/-0,8613679,159/",ham
"URL: http://www.newsisfree.com/click/-0,8613668,159/",ham
"URL: http://www.newsisfree.com/click/-1,8622116,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622117,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622123,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622118,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622124,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622125,215/",ham
"URL: http://www.newsisfree.com/click/-1,8622126,215/",ham
"URL: http://www.newsisfree.com/click/-1,8628741,215/",ham
URL: http://www.aaronsw.com/weblog/000644,ham
URL: http://boingboing.net/#85537483,ham
URL: http://boingboing.net/#85534163,ham
URL: http://boingboing.net/#85534676,ham
URL: http://diveintomark.org/archives/2002/10/07.html#my_good_easy,ham
URL: http://www.aaronsw.com/weblog/000641,ham
URL: http://boingboing.net/#85534316,ham
URL: http://boingboing.net/#85534853,ham
"URL: http://www.newsisfree.com/click/-2,8655711,215/",ham
URL: http://boingboing.net/#85534186,ham
URL: http://jeremy.zawodny.com/blog/archives/000226.html,ham
"URL: http://www.newsisfree.com/click/-2,8655705,215/",ham
URL: http://boingboing.net/#85534171,ham
URL: http://www.joelonsoftware.com/news/20021007.html,ham
"URL: http://www.newsisfree.com/click/-2,8655707,215/",ham
URL: http://boingboing.net/#85534710,ham
"URL: http://www.newsisfree.com/click/-2,8655709,215/",ham
"URL: http://www.newsisfree.com/click/-2,8655716,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000225.html,ham
"URL: http://www.newsisfree.com/click/-2,8655708,215/",ham
"URL: http://www.newsisfree.com/click/-2,8653742,1440/",ham
URL: http://boingboing.net/#85534142,ham
URL: http://diveintomark.org/archives/2002/10/08.html#teach_a_man_to_fish,ham
URL: http://www.aaronsw.com/weblog/000643,ham
URL: http://www.oblomovka.com/entries/2002/10/07#1034055900,ham
URL: http://boingboing.net/#85537486,ham
URL: http://boingboing.net/#85537496,ham
URL: http://boingboing.net/#85535421,ham
URL: http://boingboing.net/#85534626,ham
URL: http://boingboing.net/#85534328,ham
"URL: http://www.newsisfree.com/click/-2,8655706,215/",ham
"URL: http://www.newsisfree.com/click/-2,8655710,215/",ham
"URL: http://www.newsisfree.com/click/-2,8655712,215/",ham
"URL: http://www.newsisfree.com/click/-2,8655713,215/",ham
"URL: http://www.newsisfree.com/click/-2,8655714,215/",ham
"URL: http://www.newsisfree.com/click/-1,8640496,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8643939,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8639021,1440/",ham
"URL: http://www.newsisfree.com/click/-1,8639022,1440/",ham
URL: http://diveintomark.org/archives/2002/10/08.html#barney_not_found,ham
URL: http://diveintomark.org/archives/2002/10/08.html#movable_type_25_is_out,ham
,ham
URL: http://www.aaronsw.com/weblog/000647,ham
URL: http://diveintomark.org/archives/2002/10/08.html#in_praise_of_evolvable_formats,ham
URL: http://boingboing.net/#85541036,ham
URL: http://boingboing.net/#85541081,ham
URL: http://boingboing.net/#85539452,ham
"URL: http://www.newsisfree.com/click/-3,8688977,215/",ham
"URL: http://www.newsisfree.com/click/-3,8689493,215/",ham
"URL: http://www.newsisfree.com/click/-3,8688973,215/",ham
URL: http://boingboing.net/#85538898,ham
URL: http://boingboing.net/#85538591,ham
"URL: http://www.newsisfree.com/click/-3,8688976,215/",ham
"URL: http://www.newsisfree.com/click/-2,8670380,215/",ham
"URL: http://www.newsisfree.com/click/-3,8688970,215/",ham
URL: http://boingboing.net/#85541017,ham
"URL: http://www.newsisfree.com/click/-3,8688972,215/",ham
URL: http://boingboing.net/#85540997,ham
"URL: http://www.newsisfree.com/click/-2,8677924,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8676018,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8688975,215/",ham
"URL: http://www.newsisfree.com/click/-2,8668042,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8664946,1440/",ham
"URL: http://www.newsisfree.com/click/-2,8666353,215/",ham
URL: http://www.joelonsoftware.com/news/20021008.html,ham
URL: http://boingboing.net/#85541049,ham
URL: http://boingboing.net/#85541025,ham
"URL: http://www.newsisfree.com/click/-2,8674045,215/",ham
URL: http://boingboing.net/#85541007,ham
URL: http://diveintomark.org/archives/2002/10/10.html#words_fail_me,ham
,ham
URL: http://diveintomark.org/archives/2002/10/09.html#wedding_music,ham
URL: http://diveintomark.org/archives/2002/10/09.html#six,ham
URL: http://diveintomark.org/archives/2002/10/09.html#five,ham
,ham
URL: http://www.joelonsoftware.com/news/20021009.html,ham
"URL: http://www.newsisfree.com/click/-4,8723991,215/",ham
"URL: http://www.newsisfree.com/click/-3,8702434,215/",ham
"URL: http://www.newsisfree.com/click/-4,8723995,215/",ham
URL: http://jeremy.zawodny.com/blog/archives/000231.html,ham
"URL: http://www.newsisfree.com/click/-3,8704787,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8723992,215/",ham
"URL: http://www.newsisfree.com/click/-3,8701110,1440/",ham
URL: http://jeremy.zawodny.com/blog/archives/000230.html,ham
"URL: http://www.newsisfree.com/click/-3,8701111,1440/",ham
URL: http://jeremy.zawodny.com/blog/archives/000229.html,ham
"URL: http://www.newsisfree.com/click/-4,8723993,215/",ham
"URL: http://www.newsisfree.com/click/-4,8723994,215/",ham
"URL: http://www.newsisfree.com/click/-3,8719499,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8723996,215/",ham
"URL: http://www.newsisfree.com/click/-4,8723997,215/",ham
"URL: http://www.newsisfree.com/click/-3,8714364,1440/",ham
"URL: http://www.newsisfree.com/click/-3,8699227,215/",ham
"URL: http://www.newsisfree.com/click/-3,8714365,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8723998,215/",ham
"URL: http://www.newsisfree.com/click/-3,8714366,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8723999,215/",ham
"URL: http://www.newsisfree.com/click/-3,8710804,1440/",ham
"URL: http://www.newsisfree.com/click/-4,8724000,215/",ham
"URL: http://www.newsisfree.com/click/-3,8708820,1440/",ham
,ham
"Date:        Tue, 20 Aug 2002 17:27:47 -0500",spam
--==_Exmh_-199405358P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_-196335410P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_-195849857P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_31119591P,spam
--==_Exmh_1141066573P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_-2080822444P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_-2079003886P,spam
-----BEGIN PGP SIGNATURE,ham
--==_Exmh_-2067045721P,spam
-----BEGIN PGP SIGNATURE,ham
>>>Robert Elz said:,spam
,ham
Hi!,ham
,ham
--==_Exmh_465553448P,spam
-----BEGIN PGP SIGNATURE,ham
Cheers Padraig.,spam
"Hi all, I posted the below question to this list so I thought I'd update you",ham
"On Wed, 21 Aug 2002 12:42:17 BST, Kiall Mac Innes said:",spam
"Hi all, I posted the below question to this list so I thought I'd update you",ham
Dublin said:,spam
,ham
This is a bit of a messy solution but might be useful,spam
Hmm.,spam
>Sorry for the OT. Just wondering if anybody knows of a similar type mailing,spam
,ham
Conor Wynne wrote:,spam
,ham
How many Redhat admins out there use the redhat kickstart?,ham
"On Tue, 2002-08-20 at 12:10, John P. Looney wrote:",spam
"On Wed, Aug 21, 2002 at 02:52:11PM +0800, al@mpsc.ph wrote:",spam
"Check out this. Its for compaq kit, but a pc's a pc ;--)",ham
Lacking in a  _____,spam
"On Fri 19 Jul 2002 12:41, Wynne, Conor wrote:",spam
"Thanks Colm,",ham
"You could pay a visit to your local cat sanctuary|cats home|shelter|pound and see if they have a beastie which matches your search terms (healthy + looks like Persian + good with kids); they won't charge you $ARM+LEG (probably they'll just ask for a donation) and I doubt your daughter will mind much where the cat came from.  The cat certainly won't mind, if he/she is well cared for afterwards!",ham
"Hi,",ham
"hm, looks good:",ham
I reckon that the Cat[s] will be more interested in the fish in the gaf.,ham
"On Sat, 20 Jul 2002 12:06:35 BST, Greg Farrel said:",spam
"On Sat, 20 Jul 2002, kevin lyda wrote:",spam
"On Sat, Jul 20, 2002 at 01:40:56PM +0100, Paul Jakma wrote:",spam
"On Sat, 20 Jul 2002 18:15:12 +0100",spam
"> An old laptop would probably be ideal.  That way, it comes with its own",spam
"On Sat, Jul 20, 2002 at 12:06:35PM +0100, Greg Farrel wrote:",spam
"On Fri, Jul 19, 2002 at 10:19:50PM -0700, Rick Moen wrote:",spam
Quoting Greg Farrel (greg@netsoc.tcd.ie):,spam
http://www.sysadminday.com/,ham
"On Wed, Jul 31, 2002 at 12:04:44PM +0100, Alan Horkan wrote:",spam
"On Wed, 2002-07-31 at 12:38, kevin lyda wrote:",spam
"On Fri, Aug 02, 2002 at 12:23:04PM +0100, Dermot Beirne wrote:",spam
"On Fri, 2 Aug 2002, kevin lyda wrote:",spam
,ham
"On Sat, Aug 03, 2002 at 12:00:34AM +0100, Paul Jakma wrote:",spam
"On Sat, 3 Aug 2002, kevin lyda wrote:",spam
"On Tue, Aug 06, 2002 at 04:21:22 +0100, David O'Callaghan wrote:",spam
Caolan McNamara wrote:,spam
What's wrong with good ol' www.eason.ie ?,ham
"On Tue, Aug 06, 2002 at 04:24:09PM +0100, Joe Desbonnet wrote:",spam
Sorted.  I've got someone...,spam
"hi all,",ham
"Ryan, Shane wrote:",spam
"[Moved from the ILUG list.  Not _entirely_ offlist as requested, but",spam
duly noted,spam
Interesting take...,ham
I have about 60G of data which I need to copy from one disk to another.,ham
How about rsync.,spam
"| Date: Fri, 19 Jul 2002 14:28:42 +0100",spam
Niall asked:,spam
There's been some discussion just now on the ILUG IRC channel about OSI and,ham
http://spackle.xidus.net/info.php,ham
"Hi,",ham
"| Date: Fri, 19 Jul 2002 15:22:26 +0100",spam
"On Fri, Jul 19, 2002 at 04:09:50PM +0100, Ryan, Shane wrote:",spam
Brian wrote:,spam
"On Fri, Jul 19, 2002 at 05:06:59PM +0100, Matthew French wrote:",spam
"Well, as many have said, it's non-trivial and not smart enough.",spam
"On July 19, niall@linux.ie said:",spam
Quoting Ronan Waide <waider@waider.ie>:,spam
,ham
"| Date: Fri, 19 Jul 2002 16:15:49 +0100",spam
"| Date: Fri, 19 Jul 2002 18:10:40 +0100",spam
Could anyone who is interested clarify this for me.,ham
Brian Foster wrote:,spam
"On Thu, Jul 18, 2002 at 11:13:24PM +0100, John Gay wrote:",spam
"On Fri, Jul 19, 2002 at 10:00:02PM +0100, Matthew French wrote:",spam
"On Fri, Jul 19, 2002 at 09:53:16PM +0100, awhalley@eircom.net wrote:",spam
"On Fri, Jul 19, 2002 at 06:10:40PM +0100, Ronan Waide wrote:",spam
"On Thursday 18 July 2002 14:49, Ray Kelly wrote:",spam
"On Mon, Jul 22, 2002 at 03:48:54PM +0100, Justin MacCarthy mentioned:",spam
"Howdy all,",ham
"On Sat, Jul 20, 2002 at 09:33:35PM +0100, kevin lyda mentioned:",spam
I upgraded from RH 7.2 to RH 7.3 over the weekend and now the network card,ham
Ronan Waide wrote:,spam
"On Fri, 19 Jul 2002, kevin lyda wrote:",spam
,ham
I have a situation with a small network as follows:,ham
-,ham
"On Sun, Jul 21, 2002 at 07:06:06PM +0100, John Gay wrote:",spam
Has anyone used (successfully!) a fat undelete program on Linux ?,ham
I had posted previously about the 2.4 kernel using iptables I ran nmap,ham
"On July 21, paul@clubi.ie said:",spam
"On Sat, Jul 20, 2002 at 07:03:17PM +0100, kevin lyda wrote:",spam
"On Fri, 19 Jul 2002 23:38:09 +0100",spam
"On Sat, Jul 20, 2002 at 08:48:30PM +0100 or so it is rumoured hereabouts,",spam
"On July 19, kevin+dated+1027480289.5c6047@ie.suberic.net said:",spam
"As far as I can remember, the fact that the IPID is zero was introduced into",spam
"On Fri, Jul 19, 2002 at 11:47:39PM +0100, Niall O Broin wrote:",spam
"On Sun, Jul 21, 2002 at 11:12:34PM +0100, Paul Jakma wrote:",spam
I've been playing with an old Dell OptiPlex5110 and decided to attempt to,ham
"On Sun, Jul 21, 2002 at 01:47:39AM +0100, Paul Jakma wrote:",spam
"Use the GUI and don't delete files, use the other option, whats it called",ham
"Ar an 20ú lá de mí 7, scríobh kevin lyda :",spam
I'm sure that The Beatles are weel happy with Microserfs for robbing them,ham
,ham
Kevin wrote:,spam
"| Date: Mon, 22 Jul 2002 09:09:41 +0100",spam
"| Date: Sat, 20 Jul 2002 10:47:36 +0100",spam
"Hi Kevin,",spam
"i'm trying to figure out how to maintain about 200 domains, with a",ham
,ham
I've got some really interesting wav files here.,ham
"On Fri, Jul 19, 2002 at 03:35:36PM +0100 or so it is rumoured hereabouts,",spam
"| Date: Fri, 19 Jul 2002 22:00:02 +0100",spam
"Mornin' all,",ham
"On Fri, Jul 19, 2002 at 08:48:40PM +0100, Ronan Cunniffe wrote:",spam
"On Sat, Jul 20, 2002 at 10:47:36AM +0100, Stephen Shirley wrote:",spam
Quoting Ronan Waide <waider@waider.ie>:,spam
"On Fri, Jul 19, 2002 at 09:53:16PM +0100, awhalley@eircom.net wrote:",spam
"On Sat, Jul 20, 2002 at 12:18:57PM +0100, Kenn Humborg wrote:",spam
"Never having to support a large network myself, I know very little about",ham
"Surely it would be faster to save you conf files, install it on the box",ham
A while ago I asked what other packages I should optomize for Pentium. One,ham
"On Fri, Jul 26, 2002 at 11:24:30PM +0100, John Gay wrote:",spam
"Actually, they do; though they aren't case sensitive. It seems to have some",spam
"Mornin' all,",ham
"gcc, glibc and binutils, which the lfs site says not to optimise,",spam
,ham
"hi all,",ham
"On Sat, Jul 27, 2002 at 03:06:15PM +0100, Stephen Shirley wrote:",spam
"On Fri, Jul 26, 2002 at 03:56:22PM +0100 or so it is rumoured hereabouts,",spam
saw this on mutt users.  might be a handy trick for those of with,spam
If I want to use tcpd for ftp and only one user will ever ftp but I dont,ham
"On Sat, Jul 27, 2002 at 11:58:10AM -0700, Paul O'Neil wrote:",spam
John Gay wrote:,spam
"On Sun 28 Jul 2002 06:29, ilug-admin@linux.ie wrote:",spam
two seperate projects this weekend.  first mod_gzip which is an apache,ham
"On Sun, 28 Jul 2002, kevin lyda wrote:",spam
Paul Kelly mentioned:,spam
"ok, so i was also learning about css this weekend (thanks to the fine",ham
I've found that while my win2k box doesnt care what username/passwd it uses,spam
Matthew French wrote:,spam
kevin lyda wrote:,spam
"On Sun, Jul 28, 2002 at 07:09:29PM +0100, kevin lyda mentioned:",spam
"On Mon, 29 Jul 2002 05:02:23 +0100",spam
"Hi All,",ham
"Hi,",ham
This sounds very similar to what was read on the internet spot on 2fm last,ham
Paul Jakma's [paulj@alphyra.ie] 53 lines of wisdom included:,spam
"On Mon, 29 Jul 2002, Philip Reynolds wrote:",spam
"On Sat, 27 Jul 2002, kevin lyda wrote:",spam
Paul Jakma's [paul@clubi.ie] 67 lines of wisdom included:,spam
[warning: veering further off topic],spam
Liam Bedford wrote:,spam
Ar mhaith le einne anseo caint le TG4 faoin LBW?,spam
"Hi all,",ham
"On Tue 30 Jul 2002 10:28, David Neary wrote:",spam
"Hi David,",ham
"On Tue, Jul 30, 2002 at 11:28:11AM +0200, David Neary mentioned:",spam
"Hi,",spam
"On Tue, Jul 30, 2002 at 11:28:11AM +0200, David Neary wrote:",spam
"Hi,",spam
Nick Hilliard's [nick-lists@netability.ie] 52 lines of wisdom included:,spam
"On Tue, 2002-07-30 at 10:06, Donncha O Caoimh wrote:",spam
"On Tue, Jul 30, 2002 at 01:17:25PM +0100, Patton, Tony wrote:",spam
"Patton, Tony wrote:",spam
"On Tue, Jul 30, 2002 at 03:47:40PM +0100, Niall O Broin wrote:",spam
"On Tue, 2002-07-30 at 13:17, Patton, Tony wrote:",spam
Quoting Niall O Broin <niall@linux.ie>:,spam
"Well, after playing around with these strange wav files I realised I didn't",ham
"I am the evil one, you will respect my authoritai ;--)",spam
> I thought perhaps I should just do   lilo -b /dev/hdb -r /mnt  but I think,ham
Are there any mailing lists (non-newsgroups) for C++ and C Beginners,ham
When I was in school they pushed Irish down my throat. I developed a hatred,spam
"Satelle, StevenX wrote:",spam
SoloCDM wrote:,spam
"On Wed, Jul 31, 2002 at 11:28:05AM +0100, Satelle, StevenX mentioned:",spam
"On Wed, Jul 31, 2002 at 11:28:05AM +0100, Satelle, StevenX wrote:",spam
"On Wed, Jul 31, 2002 at 12:51:29PM +0200, David Neary wrote:",spam
"On Wed, Jul 31, 2002 at 12:51:29 +0200, David Neary wrote:",spam
"On Wed, Jul 31, 2002 at 12:02:01PM +0100, Satelle, StevenX mentioned:",spam
I have 3rd degree burn scars on both hands. I can hold that match if I want,spam
Quoting Brian Foster <blf@utvinternet.ie>:,spam
"OK, I guess that sysctl.conf is the best way of setting",ham
">  OK, I guess that sysctl.conf is the best way of setting",ham
John P. Looney wrote:,spam
